time,temp,humidity,windspeed,cloudcover,conditions,PM10,PM2.5,O3,NO2,CO,SO2
25-01-22 0:00,-7.2,73.41,3.8,0,Clear,31.218,25.308,24.2,37.627,0.2645,2.6068
25-01-22 1:00,-7.3,73.83,6.4,0,Clear,32.99,27.897,36,21.392,0.1868,2.7132
25-01-22 2:00,-8.3,73.36,5.4,0,Clear,23.053,27.035,39.4,18.527,0.1357,2.2344
25-01-22 3:00,-8.4,79.62,10.8,0,Clear,17.052,22.191,44.6,9.168,0.1172,2.394
25-01-22 4:00,-8.7,82.04,6.9,0,Clear,17.988,18.131,25.6,15.662,0.3352,2.394
25-01-22 5:00,-9.3,79.13,7.2,0,Clear,35.84,37.236,19.4,17.954,0.3202,2.9792
25-01-22 6:00,-9.3,85.18,12.4,0,Clear,35.011,40.904,16.2,24.066,0.3341,3.192
25-01-22 7:00,-9.4,82.87,11.9,5.4,Clear,35,31.327,8.6,37.245,0.3492,2.7132
25-01-22 8:00,-8.5,79.45,12.5,2.5,Clear,36.984,39.654,3.4,52.525,0.7215,3.1122
25-01-22 9:00,-6.3,68.25,10.7,0,Clear,66.7,57.288,10.6,50.042,0.4269,3.9368
25-01-22 10:00,-4.6,58.61,3.4,0.4,Clear,42.243,39.757,18,46.604,0.326,4.6018
25-01-22 11:00,-3.2,54.58,0.1,0,Clear,40.021,34.199,19,47.75,0.3376,5.7456
25-01-22 12:00,-1.3,43.91,10.6,0,Clear,54.858,43.607,23.8,46.222,0.2355,6.0382
25-01-22 13:00,0.2,29.63,10.9,0,Clear,39.16,27.678,22,52.907,0.2134,12.103
25-01-22 14:00,-0.2,40.75,7.3,0,Clear,29.092,26.04,27,42.402,0.167,13.566
25-01-22 15:00,-0.2,40.75,15.8,0,Clear,33.947,18.32,23,50.997,0.1682,11.5178
25-01-22 16:00,0,29.05,21.4,28.2,Partially cloudy,33.013,23.802,25.6,49.66,0.1995,5.3466
25-01-22 17:00,-3.3,54.66,19.7,0,Clear,25.795,20.14,22.4,57.109,0.2993,4.3624
25-01-22 18:00,-4.2,58.55,14.2,0,Clear,34.932,24.816,9.4,75.445,0.5464,6.8362
25-01-22 19:00,-3.5,43.11,8.2,0,Clear,61.752,41.341,10.2,63.03,0.4675,9.1238
25-01-22 20:00,-5.3,58.4,2.1,0,Clear,52.092,46.802,15,52.716,0.4118,8.0332
25-01-22 21:00,-6.3,63.15,15.9,0,Clear,52,45.079,13.8,50.615,0.4698,7.2352
25-01-22 22:00,-6.8,63.61,5.8,0,Clear,59.913,55.667,26,34.953,0.3526,6.8628
25-01-22 23:00,-7.2,68.05,0.1,0,Clear,44.147,45.429,12.2,51.379,0.5614,4.2028
26-01-22 0:00,-7.2,68.07,3.6,27,Partially cloudy,63.794,62.299,7.6,55.008,0.6914,3.9368
26-01-22 1:00,-7.1,71.61,1.8,66.3,Partially cloudy,76.837,63.967,4.8,49.851,1.1449,2.8196
26-01-22 2:00,-9,78.68,0,31.1,Partially cloudy,100.88,98.754,4.4,46.222,0.9953,2.7664
26-01-22 3:00,-9,79.19,0.2,31.1,Partially cloudy,87.113,88.447,4.4,41.447,1.1867,2.8462
26-01-22 4:00,-7.1,79.62,0.4,50.8,Partially cloudy,99.8621,100.479,7.6,35.144,0.9872,3.0058
26-01-22 5:00,-7,78.66,1.9,89.1,Partially cloudy,93.074,91.323,13.2,26.931,0.6879,2.793
26-01-22 6:00,-6,73.32,1.8,89.1,Partially cloudy,71.251,73.557,6.4,35.717,0.8236,2.66
26-01-22 7:00,-5.7,62.49,3.7,89.3,Partially cloudy,80.891,86.563,2.8,44.121,0.776,5.054
26-01-22 8:00,-5,73.2,3.5,89.1,Partially cloudy,75.074,75.3929,3,46.604,0.848,6.1446
26-01-22 9:00,-4,63.17,3.5,89.1,Partially cloudy,80.955,77.889,3.4,51.761,0.8932,3.591
26-01-22 10:00,-2.5,56.57,3.6,80.4,Partially cloudy,82.979,78,3.8,57.873,0.8201,4.6018
26-01-22 11:00,-2,63.52,2.1,89.1,Partially cloudy,84.979,74.16,4.8,65.704,0.848,8.1662
26-01-22 12:00,0.9,44.67,2,89.1,Partially cloudy,93.905,75.92,17.2,54.244,0.6264,8.1662
26-01-22 13:00,3.6,43.1,4.2,80.6,Partially cloudy,76.175,56.8,25,41.638,0.3526,6.783
26-01-22 14:00,2,48.42,10.9,89.1,Partially cloudy,52.233,44.48,17.6,55.008,0.3909,6.4638
26-01-22 15:00,2,52.3,8,89.1,Partially cloudy,51.009,34.395,20.4,47.368,0.3387,6.6766
26-01-22 16:00,2.2,51.13,4.4,89.2,Partially cloudy,51,37.843,12.8,58.637,0.522,7.182
26-01-22 17:00,0,74.61,16.2,89.1,Partially cloudy,55.944,40.903,3.4,72.962,0.6786,6.4638
26-01-22 18:00,0,80.39,12.6,89.1,Partially cloudy,68.9351,46.791,5.6,54.244,0.4988,5.2136
26-01-22 19:00,1.6,64.87,7.2,80.4,Partially cloudy,60.075,48.922,2.2,61.502,0.689,6.2776
26-01-22 20:00,0,80.23,10.8,89.1,Partially cloudy,75.849,59.562,2,53.289,0.6716,5.6392
26-01-22 21:00,0,80.39,7.3,89.1,Partially cloudy,73.033,62.883,2.8,49.278,0.8909,4.788
26-01-22 22:00,-0.2,77.61,7.4,82.1,Partially cloudy,89.853,82.231,3.8,41.256,0.6171,3.9634
26-01-22 23:00,0,86.39,0.3,89.1,Partially cloudy,68.251,58.975,2.8,42.211,0.8166,4.256
27-01-22 0:00,-0.1,86.56,0.4,89.1,Partially cloudy,82.87,73.39,2.8,42.784,0.9408,2.9792
27-01-22 1:00,-0.9,85.96,0.5,96.9,Overcast,99.806,83.691,4.8,32.661,0.4779,2.527
27-01-22 2:00,-1,86.29,0.2,99.4,Overcast,52.547,44.255,9.4,23.493,0.3341,2.1014
27-01-22 3:00,-1,86.63,0.1,99.4,Overcast,40.14,37.198,11.2,17.572,0.3422,1.995
27-01-22 4:00,-1.2,83.61,0.4,96.9,Overcast,45.934,39.9,8.4,23.493,0.471,2.0216
27-01-22 5:00,-1,86.6,0.3,99.4,Overcast,51.95,43.85,3,31.515,0.9895,2.1812
27-01-22 6:00,-1,92.92,0.1,99.7,Overcast,83.626,75.7161,2.2,29.987,0.8398,2.2344
27-01-22 7:00,-0.3,67.34,7.2,54,Partially cloudy,74.047,74.104,1.6,30.751,0.8874,2.926
27-01-22 8:00,-1,92.92,0.1,99.4,Overcast,76.973,77.843,2.2,33.234,1.2435,3.6974
27-01-22 9:00,0,86.39,0.4,89.1,Partially cloudy,94.948,93.359,2,52.334,0.7969,4.8678
27-01-22 10:00,1.9,59.81,6.9,89.2,Partially cloudy,80.178,56.274,3.2,67.041,0.4849,3.0324
27-01-22 11:00,1.9,70.17,0.5,89.1,Partially cloudy,64.071,39.552,3.8,59.019,0.9721,4.2294
27-01-22 12:00,2,69.89,0.4,89.1,Partially cloudy,104.624,88.985,5.4,55.963,0.5765,4.7082
27-01-22 13:00,5.8,52.81,10.4,59.3,Partially cloudy,78.233,69.858,11.4,47.559,0.3932,4.0698
27-01-22 14:00,4.9,60.9,8.9,28.5,Partially cloudy,54.274,36.1,20.8,30.942,0.1926,5.2668
27-01-22 15:00,4.9,61.01,3.4,27,Partially cloudy,36.055,23.395,24.6,34.38,0.1334,4.4688
27-01-22 16:00,4.6,61.56,10.3,17.2,Clear,29.059,27.812,21.6,38.2,0.2517,5.2136
27-01-22 17:00,1.8,70.14,8.9,27,Partially cloudy,32.952,23.165,15.4,49.087,0.2749,6.2244
27-01-22 18:00,-0.1,80.54,7.4,27,Partially cloudy,41.913,28.764,4.2,60.356,0.4443,4.5752
27-01-22 19:00,0.3,73.91,7.2,0.3,Clear,59.825,38.601,3,60.165,0.6461,4.5752
27-01-22 20:00,-3.1,86.42,2.1,0,Clear,74.8621,62.044,3.6,58.828,1.2215,5.6126
27-01-22 21:00,-4.1,86.14,0.2,0,Clear,118.584,94.6851,3.4,54.435,1.2957,4.0698
27-01-22 22:00,-5,91.77,2.7,0,Clear,113.07,91.194,3,44.121,1.0173,3.1654
27-01-22 23:00,-5,92.69,3.4,0,Clear,98.1641,83.282,2.8,47.368,1.1565,3.192
28-01-22 0:00,-6,92.63,1.7,0,Clear,107.925,100.326,3.2,36.481,1.711,3.0856
28-01-22 1:00,-6.2,92.71,3.4,30.5,Partially cloudy,138.707,143.258,3,33.043,1.2145,2.4206
28-01-22 2:00,-6,92.63,0.2,0,Clear,104.097,103.42,2.2,28.65,1.1298,1.7556
28-01-22 3:00,-7,92.57,1.8,0,Clear,91.105,93.3459,1.8,23.875,0.9883,1.862
28-01-22 4:00,-6.9,92.94,0.1,0,Clear,90.01,86.274,2.2,19.291,1.24,2.128
28-01-22 5:00,-7,92.37,0.1,0,Clear,90.991,96.574,1.8,17.381,0.8735,1.862
28-01-22 6:00,-8,92.51,1.7,2.5,Clear,70.192,78.741,2,16.999,0.754,1.2236
28-01-22 7:00,-6.3,91.11,7,0.3,Clear,66.037,70.311,2,18.718,0.8016,2.1014
28-01-22 8:00,-7,92.57,0.1,8.2,Clear,67.981,70,2.2,19.864,0.9164,2.6068
28-01-22 9:00,-4.1,86.67,0,6.4,Clear,78.899,80.571,2.2,26.358,1.0544,3.6442
28-01-22 10:00,-1.7,84.8,3.6,28.4,Partially cloudy,94.8621,98.313,2.4,66.85,1.0962,4.7348
28-01-22 11:00,0,80.39,3.6,2.5,Clear,108.864,102.84,2.8,81.366,1.0765,3.8038
28-01-22 12:00,2,69.77,5.1,3.5,Clear,131.725,111.7,11.6,58.446,0.6229,3.7772
28-01-22 13:00,4.6,56.67,3.8,28.6,Partially cloudy,86.423,73.582,10.4,73.726,0.6716,3.192
28-01-22 14:00,5.9,57.26,2.5,8.2,Clear,99.8719,83.532,10.2,83.276,0.725,3.5644
28-01-22 15:00,5.8,57.48,0.8,89.1,Partially cloudy,115.831,102.244,3.6,118.802,0.9303,4.123
28-01-22 16:00,6,52.2,5.5,90.4,Overcast,116,87.6381,2.6,97.028,0.8549,4.655
28-01-22 17:00,5.8,57.48,16,99.4,"Snow, Overcast",117.978,95.7061,3,105.814,1.0359,6.916
28-01-22 18:00,4.8,65.79,12.3,99.4,"Snow, Overcast",126.955,82.491,5.2,73.535,0.4976,6.6234
28-01-22 19:00,4.1,70.3,13.8,100,Overcast,59.55,35.789,4,69.333,0.3874,6.7032
28-01-22 20:00,2.9,75.13,7.3,89.1,Partially cloudy,54.06,35.934,3.4,58.446,0.3202,4.7082
28-01-22 21:00,1,80.85,0.1,89.1,"Snow, Rain, Partially cloudy",48.052,32.151,4.6,57.109,0.2552,3.6708
28-01-22 22:00,0.9,76.63,12.5,40.2,Partially cloudy,40.089,28.123,3.6,49.278,0.8572,4.2028
28-01-22 23:00,1,80.22,9.1,52.1,Partially cloudy,98.41,86.557,3.6,50.233,1.2273,3.5112
29-01-22 0:00,0,80.07,5.2,52.1,Partially cloudy,108.894,97.652,7.8,40.301,0.4153,3.6974
29-01-22 1:00,-0.8,84.99,3.4,50.8,Partially cloudy,45.73,32.099,9.2,38.2,0.1682,3.1654
29-01-22 2:00,0,80.23,0.4,52.1,Partially cloudy,25.245,23.233,9.4,36.099,0.1763,2.6866
29-01-22 3:00,0,80.71,0.1,52.1,Partially cloudy,25,17.234,15.6,19.673,0.1044,2.394
29-01-22 4:00,-0.9,85.3,3.6,50.8,Partially cloudy,21.042,18.92,23.4,15.853,0.0418,2.394
29-01-22 5:00,0,80.87,3.6,52.1,Partially cloudy,16.049,15.16,31.2,13.943,0.0456,3.6974
29-01-22 6:00,0,80.71,3.5,52.1,Partially cloudy,17.978,15,22.2,26.549,0.0499,2.8994
29-01-22 7:00,1.1,88.98,13.9,49.9,Partially cloudy,21.956,14.035,11.6,43.739,0.145,2.7132
29-01-22 8:00,1,80.69,7.8,52.1,Partially cloudy,20.017,15.924,5.6,49.851,0.1879,3.325
29-01-22 9:00,2.8,70.77,8.1,52.1,Partially cloudy,30.896,25.605,5.8,55.39,0.2726,3.6176
29-01-22 10:00,3.7,64.17,14.7,79.7,Partially cloudy,47.8,20.233,6.4,46.222,0.2772,2.793
29-01-22 11:00,4.8,57.21,9.7,89.1,Partially cloudy,48.992,38.282,13.6,47.941,0.239,1.862
29-01-22 12:00,4.8,56.76,9.9,89.1,Partially cloudy,40.105,17.719,14.2,49.278,0.254,1.8088
29-01-22 13:00,4.5,54.24,21.3,80.4,Partially cloudy,31.045,20.862,21.4,39.346,0.1206,1.8354
29-01-22 14:00,3.9,64.92,19.9,89.1,Partially cloudy,25.053,18.117,25.6,32.852,0.0824,3.0058
29-01-22 15:00,3.9,65.05,20.2,89.1,Partially cloudy,27.968,19.92,28.4,27.122,0.0963,2.8994
29-01-22 16:00,2.8,66.15,20.4,84,Partially cloudy,21.068,16.159,9.4,58.828,0.3619,2.2876
29-01-22 17:00,1,69.27,18,89.1,Partially cloudy,41.755,26.641,8,53.289,0.3631,2.5004
29-01-22 18:00,1,64.5,14.4,89.1,Partially cloudy,32.05,24.103,10.6,46.795,0.2308,2.5004
29-01-22 19:00,0.8,63.1,7.8,42.5,Partially cloudy,39.92,28.804,5.6,61.884,0.8897,3.8836
29-01-22 20:00,-0.2,74.72,9.3,0,Clear,93.474,69.342,3,71.434,1.109,4.4422
29-01-22 21:00,-2.2,74.52,1.8,0,Clear,103.892,74.84,3.2,63.221,0.8932,4.4422
29-01-22 22:00,-3.8,82.81,3.3,10.4,Clear,88.183,72.098,3.4,64.367,0.6693,4.0432
29-01-22 23:00,-6,95.83,1.8,0,Clear,69.0959,44,4.4,46.986,0.5058,2.2078
30-01-22 0:00,-7,85.63,0.9,0,Clear,54.121,46.849,4,43.93,0.6345,1.7024
30-01-22 1:00,-6.3,86.93,3,0,Clear,60.926,54.681,3,47.177,0.6206,1.6492
30-01-22 2:00,-7,85.82,0.2,0,Clear,57.04,48.279,6,29.987,0.3712,1.3832
30-01-22 3:00,-8,92.32,3.7,0,Clear,42.158,35.518,5.2,31.706,0.3758,1.0906
30-01-22 4:00,-7.3,88.42,6.2,2.3,Clear,41.588,34.04,4.2,29.605,0.6067,1.3832
30-01-22 5:00,-7,92.57,5.4,4.6,Clear,56.829,57.026,2.6,24.639,0.6832,1.6758
30-01-22 6:00,-7.9,92.52,0.2,6.4,Clear,56.012,58,3,21.201,0.5092,1.1704
30-01-22 7:00,-7,91.74,2.7,77.1,Partially cloudy,48.091,47.445,2.6,22.538,0.4918,1.4364
30-01-22 8:00,-5.9,92.44,0.2,89.1,Partially cloudy,48.989,49.883,3,23.111,0.5092,1.7024
30-01-22 9:00,-4,92.37,0.3,52.1,Partially cloudy,54.942,58.646,8.8,23.111,0.297,1.4896
30-01-22 10:00,-0.9,78.12,1,29.1,Partially cloudy,38.165,36.904,19.6,24.257,0.268,1.4364
30-01-22 11:00,0.9,64.76,0.5,27.7,Partially cloudy,45.922,44.643,26.8,24.257,0.341,1.33
30-01-22 12:00,2.9,52.35,4,1.2,Clear,55.889,53.635,31,25.021,0.1775,1.2502
30-01-22 13:00,4.3,48.14,7.1,30.2,Partially cloudy,37.228,29.83,40.4,16.808,0.1009,1.33
30-01-22 14:00,5.8,42.77,0.5,2.5,Clear,34.024,29,44.2,16.426,0.0418,1.2502
30-01-22 15:00,5.8,39.79,3.8,8.2,Clear,22.133,19.406,33.8,38.964,0.1172,1.197
30-01-22 16:00,5.6,43.41,3.7,80,Partially cloudy,25.953,21.901,12.4,67.232,0.2865,1.5162
30-01-22 17:00,4.8,52.79,5.2,52.1,Partially cloudy,35.955,30.695,13,60.929,0.2865,2.2078
30-01-22 18:00,2,64.86,0.1,52.1,Partially cloudy,49.876,40.613,4.6,71.816,0.4837,4.5486
30-01-22 19:00,3.2,53.34,3.9,77.6,Partially cloudy,70.796,54.446,3.8,86.523,1.247,3.2186
30-01-22 20:00,3.8,56.72,5.7,85,Partially cloudy,131.423,98.212,4.4,77.355,1.3468,3.059
30-01-22 21:00,0.9,69.95,3.6,30.4,"Snow, Rain, Partially cloudy",119.152,95.166,4.4,76.018,1.7934,2.6068
30-01-22 22:00,-1.2,76.1,6.3,3.5,Clear,160.813,141.367,4.6,67.805,1.7238,5.2668
30-01-22 23:00,-1.9,79.78,3.8,2.5,Clear,163.974,142.039,4.4,65.322,1.8572,3.5112
31-01-22 0:00,-1.9,79.14,5.8,1.5,Clear,165.98,143.923,4,59.21,1.8595,3.1388
31-01-22 1:00,-2.6,84.09,1.7,0,Snow,165.026,150.782,4,49.66,1.8653,2.6068
31-01-22 2:00,-2.9,79.15,0.3,0,Clear,163.009,151,3.2,40.492,1.5393,2.261
31-01-22 3:00,-2.9,79.14,0.2,0,Clear,134.316,123.034,2.6,33.043,1.4024,1.9418
31-01-22 4:00,-3.7,83.8,0.8,0,Clear,117.161,117.199,2.8,27.122,1.312,1.995
31-01-22 5:00,-3.8,84.24,4.2,0,Clear,110.08,114.123,2.6,25.976,1.211,1.6758
31-01-22 6:00,-3.9,84.58,3.7,0,Clear,102.022,98.536,2.2,30.178,1.1055,2.128
31-01-22 7:00,1.6,49.71,10.5,0.2,Clear,102,103.771,1.8,47.368,0.8387,3.6974
31-01-22 8:00,-2,79.29,1.8,0,Clear,90.127,74.24,1.8,68.187,1.1252,7.2618
31-01-22 9:00,2.9,60.16,0.1,0,Clear,100,75,1.6,85.186,1.1472,11.5976
31-01-22 10:00,6.7,36.44,10.2,39.2,Partially cloudy,112,92,2.8,72.771,0.7586,7.5278
31-01-22 11:00,6.9,36.61,3.6,0,Clear,113.055,106.447,9.6,54.244,0.3805,4.3358
31-01-22 12:00,7.8,31.97,2.1,0,Clear,60.416,39.262,16.6,49.851,0.2622,2.4206
31-01-22 13:00,9.5,31.05,10.2,79.4,Partially cloudy,32.28,21.71,34,25.785,0.1056,1.862
31-01-22 14:00,8.8,29.99,10.8,0,Clear,17.171,12.281,39.6,25.403,0.058,1.4896
31-01-22 15:00,8.8,34.76,5.4,0,Clear,18.994,9.101,37.4,24.448,0.0418,1.4364
31-01-22 16:00,6.6,38.25,9.5,98.7,Overcast,15.037,7.078,29.8,39.155,0.1334,2.1812
31-01-22 17:00,4.9,42.31,5.5,4.4,Clear,33.831,15.649,10,63.603,0.3294,4.123
31-01-22 18:00,3,51.53,3.8,8.2,Clear,47.856,21.754,3.4,71.434,0.5638,4.4422
31-01-22 19:00,4,45.15,7.4,99.9,Overcast,82.5811,41.175,3.2,86.714,0.8166,5.4264
31-01-22 20:00,2,55.89,7.5,89.1,Partially cloudy,80.009,46.832,3.4,88.242,1.196,9.3898
31-01-22 21:00,1.1,64,3.7,89.1,Partially cloudy,117.683,72.001,4.2,64.749,1.3792,5.586
31-01-22 22:00,2,58.32,7,9.2,Clear,129.877,95.079,5,62.648,1.5695,4.921
31-01-22 23:00,0.1,68.93,0.4,89.1,Partially cloudy,146.801,116.127,5,58.064,1.9674,4.6284
01-02-22 0:00,0.1,68.52,0.4,89.1,Partially cloudy,177.914,151.505,4.2,58.828,1.6379,3.6176
01-02-22 1:00,1,62.24,7.1,8.9,Clear,131.512,121.065,3.8,49.851,1.2122,2.9792
01-02-22 2:00,-0.8,73.25,0.1,89.1,Partially cloudy,100.26,89.142,3.6,45.84,1.1809,2.1546
01-02-22 3:00,-1.8,84.65,5.3,89.1,Partially cloudy,111.856,101.531,2.8,39.919,0.9315,1.7024
01-02-22 4:00,0,68,7,9.4,Clear,81.339,73.052,3,36.863,0.7714,1.4896
01-02-22 5:00,0.1,73.88,0.7,99.4,Overcast,68.105,65.265,4.2,28.65,0.6844,1.33
01-02-22 6:00,0.1,80.24,1.1,99.4,Overcast,60.091,58.22,3.6,33.234,0.5475,1.3034
01-02-22 7:00,1.5,60.14,10.4,91,Overcast,54.018,46.404,2.6,40.683,0.3967,2.527
01-02-22 8:00,0,86.74,10.1,99.7,Overcast,45.083,35.429,4.8,48.323,0.435,3.1388
01-02-22 9:00,0,93.34,1.6,100,"Snow, Overcast",48.964,34.039,3,34.762,0.2216,1.995
01-02-22 10:00,0.1,96.62,7,99.2,Overcast,31.195,29.2,1.6,30.369,0.5081,2.3408
01-02-22 11:00,0,99.61,5.2,99.4,"Snow, Overcast",43.852,48.193,2,44.121,0.9419,2.2876
01-02-22 12:00,0,99.8,6,99.4,"Snow, Overcast",65.7679,62.44,1.6,33.807,0.732,2.793
01-02-22 13:00,0.4,96.82,10.5,99.2,"Snow, Overcast",55.11,51.474,0.6,29.032,0.5962,4.4954
01-02-22 14:00,0,100,0.8,99.4,Overcast,56.982,59.657,0.2,49.851,0.8155,3.2452
01-02-22 15:00,0,100,0.8,99.4,"Snow, Overcast",66.905,71.525,0.6,40.683,0.6542,2.66
01-02-22 16:00,0.3,97.81,10.4,99.2,Overcast,32.321,37.113,0.6,44.312,0.7958,2.5004
01-02-22 17:00,0,99.61,4.2,99.4,"Snow, Overcast",30.018,35.039,1,46.031,0.7459,2.1546
01-02-22 18:00,0,99.61,4.2,99.4,"Snow, Overcast",38.912,34.039,0.6,46.986,0.4849,2.0482
01-02-22 19:00,1.5,87.36,10.5,99.2,"Snow, Overcast",28.098,26.312,1,42.784,0.3782,2.0216
01-02-22 20:00,1,92.49,8,99.4,Overcast,20.087,21.202,1.2,41.447,0.3735,2.1014
01-02-22 21:00,1,92.85,5.7,99.4,"Snow, Overcast",20,16.196,1.2,42.02,0.3851,1.9152
01-02-22 22:00,2,84.41,10.6,8.5,Clear,28.92,29.45,1.4,40.683,0.3062,2.8196
01-02-22 23:00,1,92.67,4,99.4,Overcast,24.046,23.271,1.6,36.481,0.2529,2.394
02-02-22 0:00,1,92.67,1.7,99.4,Overcast,23.009,24.922,2,33.807,0.1578,1.995
02-02-22 1:00,2.2,78.02,7,8.6,Rain,23.989,24.041,3.8,29.796,0.1009,1.4896
02-02-22 2:00,1.9,80.66,2,99.4,Overcast,22.025,19.167,6.2,29.032,0.0406,1.5162
02-02-22 3:00,1.8,75.39,3.7,99.4,Overcast,15.031,14.172,3.8,38.773,0.4443,1.064
02-02-22 4:00,2.2,79.55,3.7,9.1,Clear,42.343,47.625,2.4,28.65,0.5382,1.1704
02-02-22 5:00,0.8,86.48,3.9,51,Partially cloudy,53.875,55.716,2.6,21.01,0.5092,1.3566
02-02-22 6:00,0.7,80.49,3.8,96.8,Overcast,50.042,52.16,3.2,20.437,0.1392,1.4364
02-02-22 7:00,0.9,77.71,10.3,90.1,"Snow, Rain, Overcast",23.285,20.316,2.4,32.661,0.21,2.4206
02-02-22 8:00,-0.3,92.96,3.6,85.8,Partially cloudy,29.926,25.714,2,40.301,0.2494,3.192
02-02-22 9:00,0.8,80.51,3.5,48,Partially cloudy,23.078,24.063,2.2,43.739,0.3062,2.2344
02-02-22 10:00,0.9,87.53,7.2,60.9,Partially cloudy,34.867,31.385,2.6,63.221,0.4605,2.261
02-02-22 11:00,1.9,69.46,7.2,48.6,Partially cloudy,47.863,47.36,10.8,51.379,0.3178,3.9368
02-02-22 12:00,3.9,56.06,1.7,30.1,Partially cloudy,46.02,40.317,14.8,49.087,0.1473,7.1288
02-02-22 13:00,5.4,50.24,7.1,40.5,Partially cloudy,44.021,28.491,15.2,53.098,0.1775,5.5594
02-02-22 14:00,5.8,42.59,1.8,31.1,Partially cloudy,43.012,30.883,22.8,44.121,0.1438,5.1072
02-02-22 15:00,4.8,60.64,5.4,31.1,Partially cloudy,42.008,27.153,27.2,41.256,0.1183,6.0382
02-02-22 16:00,4,62.94,6.2,84,Partially cloudy,38.039,27.96,19.6,59.019,0.1728,5.9584
02-02-22 17:00,3.9,64.79,12.6,89.1,Partially cloudy,39.981,19.356,12.6,66.659,0.1984,4.0166
02-02-22 18:00,2.9,69.81,7.7,87,Partially cloudy,35.047,18.04,7.8,77.546,0.2703,5.586
02-02-22 19:00,4.3,53.65,10.8,90.1,Overcast,49.862,23.763,6.6,73.535,0.3341,7.2884
02-02-22 20:00,2.9,70.22,10.9,89.1,Partially cloudy,48.019,24.96,10.2,57.491,0.4153,7.9002
02-02-22 21:00,2,80.19,7.4,89.1,Partially cloudy,54.93,38.432,5,65.704,0.4884,4.6018
02-02-22 22:00,3.9,62.07,10.8,7.3,Clear,57.968,42.839,6.2,62.457,0.3016,5.985
02-02-22 23:00,2,81.15,10.9,89.1,Partially cloudy,44.132,27.633,8.8,54.053,0.3468,6.1712
03-02-22 0:00,1,81.02,0.6,31.4,Partially cloudy,48.953,40.454,21.6,32.661,0.0638,4.3358
03-02-22 1:00,3.1,74.38,14.1,7.4,Clear,16.312,16.028,25.6,27.122,0.0348,3.4048
03-02-22 2:00,1.9,80.67,5.8,89.1,Partially cloudy,20.953,13.079,28,16.044,0.0429,3.2452
03-02-22 3:00,2,80.51,11.4,89.1,Partially cloudy,11.092,9.158,36.6,6.876,0.0488,2.5802
03-02-22 4:00,3.4,70.33,16.8,8,Clear,8.027,7.077,37.2,6.303,0.0321,2.3674
03-02-22 5:00,2.9,75.13,4.1,89.1,Partially cloudy,6.018,5.079,34.2,6.112,0.385,2.0216
03-02-22 6:00,2.9,75.28,10.9,89.1,Partially cloudy,6,3.08,29,18.145,0.411,2.394
03-02-22 7:00,3.8,64.36,14.6,98.4,Overcast,8.972,3.961,17.4,36.099,0.0325,2.394
03-02-22 8:00,3.9,65.57,14.6,89.1,Partially cloudy,8.01,8.802,8.4,61.693,0.2772,2.6068
03-02-22 9:00,3.9,65.44,15.1,87,Partially cloudy,16.91,16.681,3.2,79.074,0.4501,2.7132
03-02-22 10:00,3.7,70.18,8.5,88.1,Partially cloudy,28.873,22.761,11.2,53.671,0.123,2.793
03-02-22 11:00,4,70.02,14.3,89.1,Partially cloudy,32.963,12.429,17.8,42.975,0.0777,2.3674
03-02-22 12:00,4.9,69.94,14.7,89.1,"Rain, Partially cloudy",33,18.72,19,40.301,0.0708,1.862
03-02-22 13:00,6.2,50.64,18.3,61.9,Partially cloudy,28.047,16.117,19.6,43.548,0.08,1.8088
03-02-22 14:00,4.9,65.53,22,88,Partially cloudy,25.028,17.923,25.8,37.245,0.0429,1.5694
03-02-22 15:00,4.9,60.41,22.4,87,"Rain, Partially cloudy",22.028,12.237,22.6,40.301,0.0916,5.719
03-02-22 16:00,5,55.87,27.8,39.6,Partially cloudy,31.908,14.738,12.6,60.738,0.3016,4.7348
03-02-22 17:00,2.9,64.43,14.8,29,Partially cloudy,37.937,23.64,19.8,42.975,0.0974,3.9634
03-02-22 18:00,1.9,64.33,12.6,29,Partially cloudy,25.116,15.356,12.8,65.895,0.3793,2.8196
03-02-22 19:00,2.9,54.43,7.4,28.1,Partially cloudy,39.867,24.605,3.8,79.265,0.6032,2.926
03-02-22 20:00,1.8,56.17,3.6,86.3,Partially cloudy,60.801,32.684,2.4,86.905,0.9408,3.5112
03-02-22 21:00,0.8,64.72,7.3,87,Partially cloudy,77.839,36.843,5.8,69.715,0.384,2.7398
03-02-22 22:00,1.7,55.66,6.9,6.7,Clear,41.33,22.564,4.2,64.94,0.8584,1.7556
03-02-22 23:00,0.7,69.91,1.8,87,Partially cloudy,79.641,61.382,3.8,65.895,0.993,1.7822
04-02-22 0:00,-1.2,74.99,7.3,86.6,Partially cloudy,95.8571,72.61,3.6,64.749,0.819,1.9684
04-02-22 1:00,-1,66.43,10.4,3.9,Clear,82.163,52.865,14.2,33.043,0.2854,1.33
04-02-22 2:00,-2.2,80.23,3.5,48.6,Partially cloudy,30.491,27.996,18.6,23.875,0.1844,1.1704
04-02-22 3:00,-3.1,86.07,1.8,48.6,Partially cloudy,25.049,23.159,22.6,15.662,0.1868,1.0108
04-02-22 4:00,-1.6,69.91,10.3,4.4,Clear,22.032,24.919,19.6,20.628,0.1473,0.8778
04-02-22 5:00,-4.1,92.36,0.1,27,Partially cloudy,16.055,20.198,9.4,27.695,0.2807,0.931
