time,temp,humidity,windspeed,cloudcover,conditions,PM10,PM2.5,O3,NO2,CO,SO2
14-01-22 19:00,0.2,71.6,3.8,0.1,Clear,230.989,174.43,8,102.376,3.8118,6.0914
14-01-22 20:00,-3.1,92.8,3.6,0,Clear,335.247,260.8,6.4,94.927,3.4661,6.65
14-01-22 21:00,-3.1,86.24,1.9,0,Clear,297.314,228.415,7.2,80.793,3.937,7.847
14-01-22 22:00,-1.1,75.51,7.1,0,Clear,324.681,283.041,5.4,65.513,3.0114,5.6924
14-01-22 23:00,-6.5,96.24,2.7,0,Clear,243.641,210.951,3.8,57.873,1.7365,4.4422
15-01-22 0:00,-4.1,92.55,3.6,0,Clear,174.73,142.546,3.8,54.626,2.2956,4.522
15-01-22 1:00,-1.2,75.62,10.3,0.1,Clear,181.868,163.266,4.4,52.143,2.6657,3.8304
15-01-22 2:00,-4.2,86.13,3.6,0,Clear,196.817,186.266,4.6,45.84,2.7051,3.3516
15-01-22 3:00,-5.2,92.87,3.5,0,Clear,196.007,191.815,2.4,39.537,1.7261,3.4846
15-01-22 4:00,-1.5,78.35,7.1,4,Clear,131.632,122.257,2.8,34.38,1.7516,3.4846
15-01-22 5:00,-5.1,92.68,0.1,48.8,Partially cloudy,134.971,131.562,2.8,29.605,1.5532,2.8462
15-01-22 6:00,-5.1,92.49,2,48.8,Partially cloudy,117.195,113.598,2.4,32.088,1.8432,3.458
15-01-22 7:00,6.2,51.89,7.4,40.4,Partially cloudy,135.773,139.135,2.2,35.908,1.4222,3.1388
15-01-22 8:00,2.8,75.27,26.8,28.3,Partially cloudy,110.189,106.289,1,53.48,0.9106,4.7082
15-01-22 9:00,3.7,75.72,21.4,30,Partially cloudy,69.33,62.679,3,55.008,0.5707,4.256
15-01-22 10:00,6.3,62.72,23.7,19.8,Clear,59.089,51.387,6.2,59.019,0.4037,5.1072
15-01-22 11:00,7.8,57.75,21.7,30,Partially cloudy,61.974,33.697,13.2,48.514,0.2564,3.5378
15-01-22 12:00,7.8,50.11,24.8,27.8,Partially cloudy,43.143,24.333,22.8,29.032,0.1067,1.596
15-01-22 13:00,8.1,45.65,21.7,38.4,Partially cloudy,30.116,19.146,26,30.369,0.1183,1.729
15-01-22 14:00,8.8,43.65,22,27.8,Partially cloudy,25.047,18.029,25.8,35.144,0.1218,2.6866
15-01-22 15:00,6.8,49.73,18.2,27.8,Partially cloudy,29.949,17.031,29,33.616,0.1056,2.3408
15-01-22 16:00,7,46.65,14.4,28.5,Partially cloudy,27.029,17,20.6,49.087,0.21,2.0748
15-01-22 17:00,3.9,65.06,14.4,2.5,Clear,40.868,25.737,12,65.322,0.3457,2.5536
15-01-22 18:00,2.8,70.07,14.4,1.2,Clear,41.991,27.923,8.6,58.446,0.3758,2.527
15-01-22 19:00,2.5,66.12,8.5,0,Clear,52.911,30.885,9.8,46.031,0.3329,2.7398
15-01-22 20:00,0.9,75.07,19.6,0,Clear,45.082,37.781,5.4,55.963,0.4582,3.458
15-01-22 21:00,0.8,75.36,7.4,0,Clear,65.778,49.623,4.4,61.502,1.2969,3.9368
15-01-22 22:00,0.2,73.45,7,0,Clear,135.222,109.07,4.2,55.963,1.6344,3.2452
15-01-22 23:00,-1.2,80.71,0.1,0,Clear,161.797,128.329,5.6,49.66,1.9418,3.325
16-01-22 0:00,-2.2,86.52,0.2,0,Clear,186.694,172.536,4.8,47.559,2.0984,2.926
16-01-22 1:00,-1.5,78.9,7,0,Clear,191.956,168.231,3.8,40.874,1.6089,2.66
16-01-22 2:00,-4.1,86.31,0,0,Clear,120.66,114.969,4,36.863,2.1576,2.5536
16-01-22 3:00,-5.1,92.88,0,0,Clear,163.597,151.859,3,30.751,1.3676,1.9152
16-01-22 4:00,-3.6,85.25,10.4,0,Clear,92.6801,86.017,2.6,25.976,0.6252,1.197
16-01-22 5:00,-5.1,92.87,1.9,4.6,Clear,50.397,51.306,3.6,20.819,0.3584,0.9044
16-01-22 6:00,-6.1,92.62,3.4,4.6,Clear,35.121,34.575,3.6,20.628,0.4257,1.064
16-01-22 7:00,-6.2,93.33,0.1,7.1,Clear,33.023,35.937,3.2,31.133,0.6612,1.3034
16-01-22 8:00,-4.2,86.3,1.7,3.7,Clear,57.875,58.212,3,23.493,0.7552,1.2502
16-01-22 9:00,-2.2,85.99,3.4,2.5,Clear,62.964,61.889,3.6,29.987,0.3677,1.2768
16-01-22 10:00,-0.4,77.41,6.8,0,Clear,42.216,36.817,9.6,31.133,0.515,1.463
16-01-22 11:00,2.8,65.58,0.1,0,Clear,67.7111,65.051,17.6,28.841,0.5301,1.729
16-01-22 12:00,3.8,61.24,1.9,0,Clear,69.985,68.8881,21.2,35.335,0.4153,1.7024
16-01-22 13:00,5.5,51.99,3.6,0,Clear,56.128,51.556,31.8,27.504,0.2448,1.6758
16-01-22 14:00,5.8,53.58,3.8,0,Clear,45.131,40.348,36.8,27.504,0.1914,1.463
16-01-22 15:00,5.8,53.26,2,0,Clear,32.764,33.265,37.8,29.414,0.1357,1.7556
16-01-22 16:00,5.8,51.72,3.7,0,Clear,33,27.191,30.8,35.144,0.1798,2.793
16-01-22 17:00,1.8,70.14,1.8,0,Clear,37.975,31.83,11.8,57.873,0.5754,3.5112
16-01-22 18:00,-0.1,80.54,1.8,0,Clear,77.699,62.807,3.6,84.613,1.1194,2.128
16-01-22 19:00,0.6,71.81,3.7,0,Clear,117.611,85.151,4.2,59.21,1.0834,2.7664
16-01-22 20:00,-3,86.42,0.1,0,Clear,112.047,105.254,4.8,58.828,1.6043,2.5004
16-01-22 21:00,-3.1,86.42,0.1,0,Clear,159.493,136.022,3.8,51.57,1.0394,2.2078
16-01-22 22:00,-2,80.65,10.2,0,Clear,107.4,96.568,3.8,50.997,1.1148,1.8886
16-01-22 23:00,-5,92.5,0,4.6,Clear,107.99,89.189,3.4,44.885,0.957,1.995
17-01-22 0:00,-5,92.5,0,0,Clear,135.782,95.74,3.8,43.357,1.2644,2.1546
17-01-22 1:00,-5.2,92.67,3.6,0,Clear,125.095,111.35,3.2,34.953,1.1206,1.862
17-01-22 2:00,-6,93.01,0,0,Clear,103.233,99.4351,2.8,31.133,0.8735,1.33
17-01-22 3:00,-6,92.44,0.1,0,Clear,81.166,84.557,3,25.785,0.7865,0.931
17-01-22 4:00,-4.8,89.34,3.5,0,Clear,76.0439,76.312,3.4,23.493,1.0834,0.7448
17-01-22 5:00,-7,92.57,0,0,Clear,96.796,104.104,2.6,21.01,1.08,1.2502
17-01-22 6:00,-7,92.57,0,1.5,Clear,87.103,92.411,2.4,26.358,0.9489,0.8512
17-01-22 7:00,-5.7,91.02,6.9,0,Clear,80.033,79.438,2.2,19.482,0.725,0.9576
17-01-22 8:00,-6,92.63,0.1,6.5,Clear,68.0911,69.373,2.6,25.976,0.9176,2.1546
17-01-22 9:00,-4,92.75,0.3,8.2,Clear,83.8311,74.809,2.6,38.009,1.1298,5.2136
17-01-22 10:00,0.2,74.19,7.1,29,Partially cloudy,93.95,96.254,2.8,66.086,1.0568,4.9742
17-01-22 11:00,1,75.08,3.5,86.5,Partially cloudy,105.913,91.223,3.4,67.041,0.9384,5.4264
17-01-22 12:00,0.1,79.45,0.1,87,"Snow, Rain, Partially cloudy",129.753,112.304,2.8,84.04,0.9616,3.724
17-01-22 13:00,1.3,70.68,3.7,89.6,Partially cloudy,130.992,105.289,3.2,77.928,0.9593,3.1388
17-01-22 14:00,1.2,78.82,0.1,85.8,Partially cloudy,120.086,104.038,3.2,77.737,0.9524,3.192
17-01-22 15:00,2.2,73.81,0.4,85,Partially cloudy,127.924,97.27,3,85.759,1.022,2.9526
17-01-22 16:00,4.1,61.06,7.2,11.6,Clear,126.019,97,3.4,71.052,0.9779,3.325
17-01-22 17:00,-0.9,91.64,3.9,27,Partially cloudy,121.044,96.0391,3.2,72.771,0.8352,3.3782
17-01-22 18:00,-1.8,85,5.8,27,Partially cloudy,100.216,83.411,3.6,60.547,0.8213,3.325
17-01-22 19:00,-1.7,85.42,4,48.6,Partially cloudy,101.984,89.739,3.6,53.671,0.7598,2.5536
17-01-22 20:00,-2.7,90.97,2.2,1.5,Clear,98.041,82.252,3.6,48.323,0.8944,2.128
17-01-22 21:00,-1.8,85.16,9.3,29,Partially cloudy,99.979,94.589,3.4,52.143,0.9779,2.9792
17-01-22 22:00,1.1,76.63,7.2,3.2,Clear,97.015,82.439,4.6,55.199,1.9476,3.724
17-01-22 23:00,-2.7,84.54,0.7,30.1,Partially cloudy,163.458,148.405,4.6,48.705,2.0312,3.2984
18-01-22 0:00,-2.6,90.42,3,31.1,Partially cloudy,170.932,163.499,4.4,43.93,2.0926,2.8196
18-01-22 1:00,0.4,81.03,10.3,8.4,Clear,173.971,162.062,4.8,42.975,2.139,3.0324
18-01-22 2:00,-1.7,91.59,2.3,89.1,Partially cloudy,166.024,160.065,7.4,35.144,1.0046,2.527
18-01-22 3:00,3,85.7,4.3,87,Partially cloudy,77.7209,65.6851,31.6,9.55,0.389,1.8088
18-01-22 4:00,3.8,78.15,22.2,97.3,"Rain, Overcast",30.483,13.595,36.4,6.112,0.442,1.1172
18-01-22 5:00,2.8,60.02,34.5,27.9,Partially cloudy,17.062,9.101,30.4,8.595,0.521,1.4896
18-01-22 6:00,2.9,51.81,27.9,0,Clear,12.014,9,40.6,11.078,0.331,2.527
18-01-22 7:00,1.9,54.27,24.9,6.2,"Snow, Rain",24.964,10.935,21.6,40.492,0.1717,2.662
18-01-22 8:00,2.8,51.91,16.8,2.5,Clear,32.935,16.773,6.2,82.13,0.6566,3.4521
18-01-22 9:00,2.9,51.82,17.1,2.5,Clear,61.71,21.805,13.8,59.21,0.2436,3.9212
18-01-22 10:00,4,42.09,21.5,9.6,Clear,27.185,17.172,27.6,33.616,0.0847,7.049
18-01-22 11:00,4.8,45.29,16.8,2.5,Clear,24.023,10.267,23.8,43.357,0.1833,6.251
18-01-22 12:00,5.8,39.34,1.5,4.1,Clear,26.964,11.936,24.8,44.121,0.167,6.5702
18-01-22 13:00,6.8,30.11,24.2,0.1,Clear,29.977,16.811,26.4,42.211,0.1508,3.5378
18-01-22 14:00,6.8,34.03,6.1,1.5,Clear,30,16.038,31,34.953,0.1125,3.1654
18-01-22 15:00,5.9,36.24,22.2,2.5,Clear,29.01,16.961,24.6,44.121,0.1659,3.7772
18-01-22 16:00,4.7,45.87,14.5,2.8,Clear,25.03,15.075,26.2,46.986,0.1786,2.8728
18-01-22 17:00,2.8,52.55,23.5,0,Clear,30.933,17.905,16.2,61.12,0.2772,5.8254
18-01-22 18:00,2.8,52.64,30.8,0,Clear,35.986,19.733,15.8,56.345,0.2622,7.2086
18-01-22 19:00,2.5,52.27,30.8,2.2,Clear,39.968,28.661,10.8,70.861,0.3898,11.1454
18-01-22 20:00,1.7,56.28,26.7,0,Clear,39.011,23.192,9.6,64.94,0.3874,5.9318
18-01-22 21:00,1.7,52.45,21.3,0,Clear,44.95,29.735,23.4,43.93,0.1995,3.4846
18-01-22 22:00,0.9,52.27,17,0,Clear,26.232,17.419,36.8,28.841,0.1114,1.9684
18-01-22 23:00,-1.2,64.64,9,0,Clear,18.063,13.154,37,28.459,0.0626,2.5802
19-01-22 0:00,-1.2,64.39,3.8,0,Clear,27.883,13,39.4,24.83,0.0383,4.8944
19-01-22 1:00,0.8,52.64,7.4,0,Clear,20.069,13.97,43.6,21.201,0.0568,3.9368
19-01-22 2:00,-3.2,74.64,9,0,Clear,15.049,12.063,42.8,21.201,0.0522,2.2876
19-01-22 3:00,-1.3,69.78,0,0,Clear,15.988,9.096,45.2,16.044,0.0313,2.6068
19-01-22 4:00,0.1,56.44,4.2,0,Clear,17.978,9,41.2,15.471,0.0162,3.0324
19-01-22 5:00,-3.3,80.4,0.2,0,Clear,14.02,11.899,44.6,13.37,0.0244,2.5802
19-01-22 6:00,-4.2,80.26,0.2,0,Clear,20.965,10.934,26,28.077,0.0673,2.2876
19-01-22 7:00,-1.2,61.09,10.8,0.1,Clear,25.975,17.763,8,40.874,0.1543,1.596
19-01-22 8:00,-1.3,69.78,3.6,0,Clear,34.955,20.898,9.8,45.076,0.1763,1.7822
19-01-22 9:00,1.8,60.61,0,0,Clear,30.025,21.966,9,46.795,0.2854,2.7398
19-01-22 10:00,1.7,54.86,7.1,0.2,Clear,43.93,30.691,22,30.178,0.1752,3.1654
19-01-22 11:00,3.8,52.39,9,0,Clear,42.016,35.815,26,32.088,0.1415,3.4846
19-01-22 12:00,4.8,42.12,0.2,0,Clear,33.095,29.216,23,44.694,0.1485,4.7614
19-01-22 13:00,5.8,38.2,3.8,0.1,Clear,31.023,20.287,37.4,23.684,0.0348,4.389
19-01-22 14:00,4.9,42.05,3.5,0,Clear,25.03,14.206,32.8,36.099,0.1183,3.99
19-01-22 15:00,5.8,39.38,1.9,0,Clear,31.947,22.664,39,30.178,0.1067,3.8038
19-01-22 16:00,4.6,46.11,3.8,0,Clear,26.065,19.127,27.6,47.368,0.2123,4.4156
19-01-22 17:00,0.9,60.15,2.1,0,Clear,32.914,23.841,16.2,54.817,0.3028,4.0432
19-01-22 18:00,-1,74.42,0,0,Clear,45.902,39.403,3.8,81.175,0.9848,2.8728
19-01-22 19:00,0.1,60.66,6.8,0,Clear,103.338,77.7581,4.4,83.467,1.5312,4.0698
19-01-22 20:00,-4,85.97,0,0,Clear,142.805,108.944,3.6,58.255,0.7737,3.9102
19-01-22 21:00,-4,85.97,0,0,Clear,87.453,74.342,3.2,53.671,0.6496,3.192
19-01-22 22:00,-2.8,72.09,3.6,0,Clear,78.088,63.315,3.6,56.154,0.8317,3.0324
19-01-22 23:00,-5,85.85,0.1,0,Clear,83.932,74.6169,3.8,48.132,0.8468,2.3408
20-01-22 0:00,-6,85.92,1.8,0,Clear,89.955,78.851,3.6,43.357,0.8874,2.261
20-01-22 1:00,-4.6,80.25,8.3,0,Clear,90.991,79.9611,4.8,37.818,1.3073,1.6492
20-01-22 2:00,-7,85.64,0.1,0,Clear,110.828,108.847,3.8,31.324,1.2806,1.7556
20-01-22 3:00,-7,92.18,3.6,0,Clear,104.078,105.16,2.4,32.279,0.8816,1.33
20-01-22 4:00,-8.1,91.56,2.7,0,Clear,81.173,71.278,2.6,25.021,0.7702,1.0108
20-01-22 5:00,-8.9,92.06,0,0,Clear,69.123,69.0391,2.6,22.156,0.6705,1.1172
20-01-22 6:00,-9,92.45,0,0,Clear,64.036,63.214,2.2,21.392,0.7285,1.4364
20-01-22 7:00,-6.8,87.11,3.5,0,Clear,68.944,65.903,2.2,21.392,0.7157,1.4896
20-01-22 8:00,-7,85.82,0,0,Clear,65.03,62.151,2.6,25.785,0.7366,1.8354
20-01-22 9:00,-4.1,80.12,0,0,Clear,69.948,61.038,3.4,34.38,0.5104,2.4738
20-01-22 10:00,-1.3,69.38,3.5,0,Clear,63.035,50.376,5.6,48.896,0.5359,2.9526
20-01-22 11:00,0,69.34,0.2,2.5,Clear,67.975,58.689,6.4,60.929,0.6612,4.6816
20-01-22 12:00,2,60.41,3.6,2.5,Clear,103.7,83.99,14.2,55.772,0.4721,3.7772
20-01-22 13:00,3.6,50.77,7,0.1,Clear,85.222,68.545,17.2,64.367,0.667,2.9792
20-01-22 14:00,5.1,45.45,5,5.3,Clear,130.412,58.328,17.8,63.03,0.4408,3.1122
20-01-22 15:00,6,39.76,0.9,8.2,Clear,140.925,54.628,13.8,70.479,0.3689,3.724
20-01-22 16:00,5.1,42.48,5.6,21,Partially cloudy,63.953,42.419,15.8,73.153,0.4605,4.0698
20-01-22 17:00,1.2,64.42,3.6,52.1,Partially cloudy,60.024,37.193,3.2,108.106,1.1252,5.32
20-01-22 18:00,0.2,69.09,0.2,61.4,Partially cloudy,114.388,88.3,4.4,102.567,1.5057,5.1338
20-01-22 19:00,0.2,72.14,4,45.6,Partially cloudy,149.844,116.08,5.8,88.051,2.0161,5.3998
20-01-22 20:00,-1.8,79.8,5.6,31.1,Partially cloudy,198.592,158.371,5.4,94.163,2.4812,9.31
20-01-22 21:00,-1.8,79.64,3.8,52.1,Partially cloudy,224.711,178.387,5.6,83.276,2.4731,7.6342
20-01-22 22:00,-1.9,81.3,3.8,45.6,Partially cloudy,225.991,188.608,5.8,73.344,2.7562,6.384
20-01-22 23:00,-2.7,85.76,5.2,52.1,Partially cloudy,251.697,201.581,5.4,67.423,2.6112,4.4954
21-01-22 0:00,-2.8,86.1,2.2,52.1,Partially cloudy,257.953,198.149,4.2,65.322,2.5752,4.1496
21-01-22 1:00,-3.6,87.02,3,45.6,Partially cloudy,235.198,188.388,3.8,51.952,1.8432,3.4314
21-01-22 2:00,-2.8,92.82,3.8,89.1,Partially cloudy,158.963,140.593,3.6,48.132,1.827,2.6866
21-01-22 3:00,-1.9,86.72,2.5,89.1,"Snow, Rain, Partially cloudy",154.031,140.924,2.8,41.638,1.3618,2.4206
21-01-22 4:00,-1.8,87.21,2.2,86.9,Partially cloudy,122.391,114.688,3.4,37.054,1.5834,2.527
21-01-22 5:00,-0.9,86.82,4.6,99.4,"Snow, Overcast",136.867,128.463,2.8,37.436,1.4164,2.261
21-01-22 6:00,-1.9,99.6,6.4,99.4,"Snow, Overcast",128.1,117.39,3.2,34.571,1.2853,2.2078
21-01-22 7:00,-1.1,94.3,4.4,99.4,Overcast,111.151,108.344,2.2,25.976,0.8306,2.1546
21-01-22 8:00,0.8,87,14.4,99.7,Overcast,80.3459,86.707,2.2,35.717,1.3502,2.4472
21-01-22 9:00,0.9,92.66,0.1,99.7,"Snow, Rain, Overcast",98.8571,90.8151,1.8,46.604,0.3956,2.3674
21-01-22 10:00,1.5,82.39,3.6,99.4,Overcast,28.671,17.964,3.2,64.367,0.37,2.3674
21-01-22 11:00,1,80.37,8.9,99.4,"Snow, Overcast",32.951,21.723,2.8,80.22,0.6218,2.1014
21-01-22 12:00,1,79.73,7.2,99.4,"Snow, Overcast",53.778,50.071,3.2,86.714,0.4153,2.128
21-01-22 13:00,1.7,69.53,7.1,98.9,"Snow, Overcast",23.945,24.865,7.4,69.333,0.2877,1.7024
21-01-22 14:00,0.9,74.78,9.3,99.4,Overcast,24,15.275,2.8,90.916,0.4466,2.5004
21-01-22 15:00,1.9,65.11,7.4,52.1,Partially cloudy,23.007,20.778,7.2,69.524,0.2076,3.5378
21-01-22 16:00,1.6,65.25,4.5,52.8,Partially cloudy,23.99,18.117,8.4,62.839,0.1879,5.7988
21-01-22 17:00,-0.1,74.59,5.4,51,Partially cloudy,26.977,20.888,5.4,77.164,0.3944,4.5486
21-01-22 18:00,-0.2,69.16,2.3,50,Partially cloudy,37.522,26.806,5.8,61.12,0.2459,4.256
21-01-22 19:00,-0.5,73.98,4.6,48.6,Partially cloudy,33.024,24.102,5.4,67.614,0.3909,3.5644
21-01-22 20:00,-0.3,60.2,20.1,85.8,Partially cloudy,49.872,35.549,9.6,56.154,0.2796,2.2876
21-01-22 21:00,-0.3,60.32,25,48.8,Partially cloudy,40.108,28.256,23.4,32.47,0.1021,2.2876
21-01-22 22:00,-1.6,60.55,23.1,26.3,Partially cloudy,31.103,19.29,17.2,41.065,0.2297,1.9418
21-01-22 23:00,-2.3,64.25,16.1,48.6,Partially cloudy,39.902,28.691,11.6,53.862,0.3178,2.261
22-01-22 0:00,-3.2,63.64,9.5,27,Partially cloudy,43.953,23.234,23.6,33.043,0.167,2.1546
22-01-22 1:00,-5.1,73.58,6.9,0,Clear,28.076,21.068,20,37.054,0.1636,2.6866
22-01-22 2:00,-4.4,68.97,9.1,48.6,Partially cloudy,27.008,21,35.4,19.291,0.0812,3.325
22-01-22 3:00,-6.4,74.2,3.6,0,Clear,16.101,11.39,37.4,17.763,0.051,2.3674
22-01-22 4:00,-6.5,74.05,6.7,2.4,Clear,16,11,43,12.033,0.0383,2.5004
22-01-22 5:00,-7.3,79.62,5.4,3.5,Clear,7.075,9.072,36.4,11.46,0.094,1.8354
22-01-22 6:00,-7.2,79.47,5.4,50,Partially cloudy,15.925,19.583,25.8,22.347,0.1404,1.4364
22-01-22 7:00,-7.4,79.91,10.1,34.2,Partially cloudy,22.922,16.129,16.2,29.414,0.1438,1.1704
22-01-22 8:00,-4.3,63.92,3.6,27,Partially cloudy,25.985,17.932,10.8,36.672,0.2262,1.1172
22-01-22 9:00,-3.2,63.77,0.2,27.8,Partially cloudy,37.94,26.691,18.2,31.897,0.2007,1.8354
22-01-22 10:00,-1.5,51.52,0.7,6.2,Clear,36.017,25.076,13,45.458,0.3109,2.1546
22-01-22 11:00,-0.2,47.7,0.1,2.5,Clear,46.878,30.806,18.4,44.121,0.3028,1.729
22-01-22 12:00,1.9,41.13,0.3,1.2,Clear,47,29.065,24.6,44.694,0.1357,1.4098
22-01-22 13:00,2.5,35.11,3.9,37.7,Partially cloudy,28.148,12.635,28,45.649,0.116,1.2768
22-01-22 14:00,1.9,38.33,0.8,8.2,Clear,20.071,14.885,25.4,51.761,0.1554,1.3034
22-01-22 15:00,2.7,36.66,0.7,89.4,Partially cloudy,22.974,13.077,37.4,33.043,0.1102,1.1172
22-01-22 16:00,1.7,43.18,7.4,84.2,Partially cloudy,28.933,17.837,29.6,40.874,0.1659,1.4364
22-01-22 17:00,-0.2,70.16,14.5,89.1,"Snow, Rain, Partially cloudy",32.969,20.886,28.6,39.919,0.196,1.3566
22-01-22 18:00,-0.2,70.02,12.9,89.1,Partially cloudy,33,26.19,5.8,83.658,0.4605,1.6492
22-01-22 19:00,-1.2,79.58,8.6,51.3,"Snow, Rain, Partially cloudy",56.344,33.708,15.2,57.109,0.2088,1.2236
22-01-22 20:00,-0.2,74.43,14.9,87,Partially cloudy,32.244,19.477,28.8,32.088,0.0905,1.6492
22-01-22 21:00,-1.2,85.58,20,85.8,Partially cloudy,20.06,13.207,38.8,21.583,0.0336,2.0216
22-01-22 22:00,-2.9,82.65,11.1,16.7,Clear,23.97,12.038,36.2,22.156,0.0696,1.9684
22-01-22 23:00,-1.3,59.82,12.8,48.8,Partially cloudy,15.098,13.935,37.6,21.392,0.0394,1.6758
23-01-22 0:00,-2.3,59.33,9.2,48.8,Partially cloudy,21.939,14,38,16.235,0.0383,1.7024
23-01-22 1:00,-2.3,59.16,3.4,42.4,Partially cloudy,17.054,14.968,43.8,15.089,0.0197,1.6492
23-01-22 2:00,-4,67.91,5.8,27.8,Partially cloudy,15.009,12.103,42,17.381,0.058,1.7556
23-01-22 3:00,-4,68.04,0.7,48.8,Partially cloudy,19.961,11.038,43.6,16.999,0.058,1.7822
23-01-22 4:00,-3.3,73.98,4.1,47.6,Partially cloudy,16.037,10.03,32.2,29.414,0.0476,1.7024
23-01-22 5:00,-3.2,68.52,2.3,48.8,Partially cloudy,18.969,10.96,38.2,19.864,0.0209,1.862
23-01-22 6:00,-3.2,68.66,3.9,86.3,Partially cloudy,13.057,13.911,43.8,12.224,0.0093,1.9684
23-01-22 7:00,-3.1,63.11,13.9,30.8,Partially cloudy,13.991,12.061,31.2,24.83,0.051,2.8462
23-01-22 8:00,-2.2,59.58,1.9,30.1,Partially cloudy,20.92,13.935,20.4,40.683,0.0928,2.8462
23-01-22 9:00,-0.3,51.88,1.8,31.1,Partially cloudy,29.927,14.961,30,30.178,0.0626,2.5004
23-01-22 10:00,-0.1,52.06,6.5,32.6,Partially cloudy,19.101,10.199,37.8,20.628,0.0429,2.9792
23-01-22 11:00,0.8,44.18,16.9,30.1,Partially cloudy,24.942,16.723,40,18.527,0.0487,2.2078
23-01-22 12:00,1.8,41.11,24.1,29,Partially cloudy,16.105,16.484,39,23.302,0.0557,1.7556
23-01-22 13:00,0.7,41.33,20.9,31.6,"Snow, Rain, Partially cloudy",20.958,15.038,42.4,20.437,0.0789,1.9418
23-01-22 14:00,0.8,38.26,20.2,52.1,Partially cloudy,16.047,18.844,42.4,22.538,0.0824,2.5802
23-01-22 15:00,1.8,35.97,20.5,52.1,Partially cloudy,28.874,20.921,40.6,26.74,0.1044,3.1388
23-01-22 16:00,-1.4,74.2,27.8,47.9,Partially cloudy,19.097,15.237,44.2,21.965,0.1032,3.0058
23-01-22 17:00,-1.2,64.66,25.1,52.1,Partially cloudy,18.009,14.039,35.4,30.751,0.145,5.453
23-01-22 18:00,-1.2,55.49,25.2,52.1,Partially cloudy,30.863,23.683,26.2,38.391,0.2401,3.9102
23-01-22 19:00,-2,63.23,14.4,71.8,Partially cloudy,34.953,26.903,33.4,30.178,0.1786,2.0482
23-01-22 20:00,-2.2,64.03,5.6,87,Partially cloudy,21.105,21.224,28.4,38.582,0.1995,1.729
23-01-22 21:00,-2.2,64.03,0.1,87,"Snow, Partially cloudy",17.045,17.128,19.6,48.132,0.2308,1.7822
23-01-22 22:00,-2.4,63.55,0.9,69.3,Partially cloudy,26.878,22.805,27,44.121,0.1508,1.8088
23-01-22 23:00,-5,79.48,8.5,89,Partially cloudy,28.977,21.065,21.8,45.84,0.2042,1.9152
24-01-22 0:00,-4,68.76,0.2,8.2,Clear,31.975,21,35.4,22.156,0.1137,2.0482
24-01-22 1:00,-4.3,70.5,1,49.7,Partially cloudy,24.078,19.079,38.8,16.808,0.0754,2.2344
24-01-22 2:00,-4.1,68.9,0.5,51.1,Partially cloudy,14.1,13.237,43.8,10.887,0.0568,1.7822
24-01-22 3:00,-4,68.91,0.4,52.1,Partially cloudy,12.021,15.882,42.4,9.55,0.036,2.527
24-01-22 4:00,-5.8,80.32,1.5,45.6,Partially cloudy,11.01,13.118,41,10.505,0.0429,2.527
24-01-22 5:00,-6,79.83,0.5,52.1,"Snow, Partially cloudy",13.972,12.039,43.8,7.258,0.0499,2.66
24-01-22 6:00,-4.1,63.83,0.6,51,Partially cloudy,14.989,12.968,33.8,21.774,0.0626,3.1388
24-01-22 7:00,-4.4,64.43,4.8,51.3,"Snow, Partially cloudy",13.879,13,19.4,38.773,0.1578,3.1388
24-01-22 8:00,-3.2,64.05,2.3,48.8,Partially cloudy,21.931,14.923,13,54.244,0.3782,2.5536
24-01-22 9:00,-2.2,59.84,16.6,48.8,"Snow, Partially cloudy",35.876,18.846,9.8,61.693,0.4234,2.1812
24-01-22 10:00,-1.4,60.98,17.5,69.1,Partially cloudy,38.967,26.74,24.4,33.043,0.1578,1.8354
24-01-22 11:00,-1.2,55.48,24.1,85.8,"Snow, Partially cloudy",24.125,21.225,25.8,33.234,0.2018,2.1546
24-01-22 12:00,-0.3,47.97,26,49.3,Partially cloudy,19.049,19.081,29,30.751,0.1543,2.261
24-01-22 13:00,-1.3,51.61,18,59.5,Partially cloudy,19,22,28,23,0.1549,2.1546
24-01-22 14:00,-0.3,41.18,20.8,27.8,Partially cloudy,20,16,26,9.55,0.058,2.0482
24-01-22 15:00,-0.3,41.01,25.8,27.8,"Snow, Partially cloudy",25,28,30.4,31.133,0.1752,1.7822
24-01-22 16:00,-1.4,47.56,27.6,28.1,Partially cloudy,35.516,58.604,27.8,37.436,0.2529,1.8886
24-01-22 17:00,-2.2,55.08,27.6,27,Partially cloudy,27.991,22.922,8.2,73.726,0.6229,2.9792
24-01-22 18:00,-3.2,63.9,16.8,27,Partially cloudy,51.733,32.609,11.4,62.075,0.4675,1.995
24-01-22 19:00,-3.5,52.88,8.4,47.7,Partially cloudy,39.112,30.778,14.6,55.199,0.3434,2.0482
24-01-22 20:00,-5.2,68.51,3.9,27,Partially cloudy,28.116,22.361,25.2,35.144,0.2018,1.6226
24-01-22 21:00,-6.1,73.31,7.7,27,"Snow, Partially cloudy",26.021,20.078,12.4,56.154,0.3654,1.9152
24-01-22 22:00,-6.5,71.71,5.2,24.2,Partially cloudy,33.933,29.622,11.8,52.334,0.3619,2.0216
24-01-22 23:00,-8.1,78.83,0.5,0,Clear,56.719,32.901,20.4,43.166,0.2529,1.995
